4.1663,-5.8012,2.9205,-1.6171,-1.2406,0.67831,0.35057,-0.20683,0.003341,0.56628,0.18811,0.13535,-0.10311
4.245,-5.633,3.3143,-1.7843,-1.0268,0.65596,0.28108,0.0088909,0.16779,0.57897,-0.069175,0.094733,-0.009017
3.6288,-7.0679,3.3759,-1.2245,-0.8316,0.43999,0.56921,-0.064107,0.10343,0.31631,-0.36417,0.1462,0.2195
2.7193,-7.126,2.7901,-0.73083,-0.61612,0.20466,0.76541,-0.17746,-0.10094,0.38953,0.047845,0.24225,0.35407
2.5125,-7.4804,2.5073,-0.70935,-0.49196,0.075012,0.43096,-0.10536,-0.04511,0.73436,-0.09104,0.031367,0.20791
2.0732,-7.9724,2.6436,-0.41647,-0.38374,0.22336,0.10502,-0.12822,0.11059,0.35004,0.012376,0.42414,0.37702
1.7236,-8.4156,2.651,-0.40102,-0.37916,0.2601,0.24472,-0.15776,0.10314,0.050197,-0.29849,0.058477,0.15662
1.5194,-8.4924,2.2339,-0.37091,-0.29983,0.18643,0.31453,-0.03583,0.17637,0.28118,-0.043824,-0.13104,-0.075824
1.4226,-8.5014,2.2438,-0.43494,0.17199,0.44761,0.13528,-0.15366,0.25601,0.53728,0.10246,-0.22572,-0.19131
1.3714,-8.8362,2.0942,-0.88563,-0.12362,0.70387,0.45134,-0.19551,0.013733,0.23699,-0.21648,-0.27872,-0.21893
1.0821,-9.2284,1.898,-0.47156,-0.036502,0.49441,0.4775,-0.034035,-0.13614,0.017775,-0.22596,0.093589,-0.16378
0.81806,-9.1398,1.9162,-0.49579,-0.1789,0.37423,0.43014,0.00081572,-0.13903,0.23206,-0.52117,-0.16306,-0.16485
0.63135,-9.4101,1.4749,-0.94942,-0.51521,0.34666,0.47326,-0.12368,-0.33108,0.26381,-0.086536,-0.019164,0.22876
0.68792,-9.4201,1.5178,-0.72845,-0.40494,0.37673,0.19848,-0.50167,-0.20423,0.16192,-0.12518,0.11931,-0.018764
0.77527,-9.1938,2.0072,-0.42338,-0.39854,0.48219,0.27651,-0.40349,-0.074667,0.1393,0.089376,0.076431,0.013769
0.75879,-9.1261,1.842,-0.7959,-0.46622,0.47478,0.477,-0.13908,0.090032,0.097521,-0.021818,-0.087997,-0.15903
0.77608,-9.5254,1.9742,-0.62166,-0.36017,0.26565,0.21278,-0.082056,-0.044376,-0.068311,0.1249,-0.30919,-0.0061478
0.80278,-9.3897,1.9395,-0.65802,-0.58693,0.34114,0.56918,-0.1638,-0.077522,0.2997,-0.034188,-0.34095,-0.085509
0.93349,-9.0785,1.7805,-0.52686,-0.5082,0.2391,0.49379,-0.060392,-0.10748,0.37669,0.10706,-0.30662,-0.20566
0.84824,-9.0499,1.7049,-0.51068,-0.25702,0.4215,0.26996,-0.06216,0.0078781,0.029486,0.065228,-0.0010284,0.11498
0.67817,-9.6234,1.3667,-0.62101,-0.33141,0.44341,0.47672,-0.006382,0.31396,0.32331,-0.073278,-0.04356,0.055606
0.40981,-9.7523,1.6532,-0.56666,-0.3173,0.49688,0.47465,-0.12992,0.11127,0.22682,-0.10583,0.17458,-0.015658
0.40186,-9.9626,1.9294,-0.37061,-0.35348,0.43106,0.27242,-0.1378,0.029029,0.3903,0.17597,0.10611,-0.038309
0.43882,-9.7211,1.9342,-0.41388,-0.53606,0.39783,0.15842,4.4659e-06,0.11392,-0.064838,-0.23914,0.092213,-0.25624
0.56786,-9.6026,1.9517,-0.57331,-0.54652,0.35176,0.20002,-0.30987,0.010368,0.17669,-0.042637,-0.081624,-0.072798
0.43892,-9.7354,1.7858,-0.71828,-0.72929,0.1811,0.10676,-0.05819,0.22599,0.2529,0.36493,0.24224,-0.17775
0.33788,-10.137,1.445,-0.43237,-0.47688,0.61488,0.32592,-0.10981,-0.0063721,0.23655,0.047329,0.028296,-0.11957
